surface_id	family	kind	state	source_keys	capture_selector	status	baseline_evidence	source_and_journey_review	visual_review	findings_and_changes	final_evidence
tasks.quick-capture.native.large	tasks	page	Inline Task capture draft after recreation with the native keyboard at actual Android 200% text	route:tasks-quick-capture-native-large	com.whip.app.InlineTaskCaptureE2ETest#inlineTaskDraftSurvivesRecreationAndSavesWithTheNativeKeyboardAtLargeText	Verified	New real native input/recreation fixture for the shared activity keyboard boundary	Four final native recovery/history/Task-save journeys pass on each API 26/34/37; full field/label and tested identity/older-record bounds verified. Whole Tracks remains VER-20260909-016.	Original frames personally reviewed; VER-20260909-020 corrects unsupported paint/collision interpretations using original pixels and stable sequences. Bounded input/readability acceptance; initial small enlarged history remains FND-20260909-019.	FND-20260909-018/019; DEC-20260909-016	artifacts/astra-audit/2026-09-09/inline-keyboard/final-api{26,34,37}/tasks.quick-capture.native.large.png + .xml; VER-20260909-019; 64 JVM / 109 Android neighbors; 344 JVM readiness
tracks.history.archived.ordinary	tracks	page	30-Entry archived history opening at ordinary text	route:tracks-history-archived-ordinary	com.whip.app.TrackHistoryJourneyE2ETest#archivedHistoryCanBeSearchedRecreatedAndRestored	Verified	VER-20260909-018; artifacts/astra-audit/2026-09-09/track-history/before/; intermediate API 26 diagnostics remain in the verification ledger	Final ordinary/actual-200% history journeys pass on API 26/34/37: full initial title/date, native query/Back, recreation, exact saved history, Back/full app navigation, Restore/Add Entry open/cancel, Options/Insights/Entries. Complete Tracks remains VER-20260909-016.	Original before/final frames individually inspected; bounded focused-detail and Entry-action-label acceptance. Long active Entry titles can wrap inside words on smallest enlarged layout; broader design review remains open. See focused-track-detail/review.tsv.	FND-20260909-019; DEC-20260909-017; IMP-20260909-020	artifacts/astra-audit/2026-09-09/focused-track-detail/final-api{26,34,37}/tracks.history.archived.ordinary.png + .xml; VER-20260909-021; final 64 JVM / 56 Android Tracks, prior 64 JVM / 111 Android neighbors, 344 JVM readiness
tracks.history.records.ordinary	tracks	page	Browsing recorded history after scrolling at ordinary text	route:tracks-history-records-ordinary	com.whip.app.TrackHistoryJourneyE2ETest#archivedHistoryCanBeSearchedRecreatedAndRestored	Verified	VER-20260909-018; artifacts/astra-audit/2026-09-09/track-history/before/; intermediate API 26 diagnostics remain in the verification ledger	Final ordinary/actual-200% history journeys pass on API 26/34/37: full initial title/date, native query/Back, recreation, exact saved history, Back/full app navigation, Restore/Add Entry open/cancel, Options/Insights/Entries. Complete Tracks remains VER-20260909-016.	Original before/final frames individually inspected; bounded focused-detail and Entry-action-label acceptance. Long active Entry titles can wrap inside words on smallest enlarged layout; broader design review remains open. See focused-track-detail/review.tsv.	FND-20260909-019; DEC-20260909-017; IMP-20260909-020	artifacts/astra-audit/2026-09-09/focused-track-detail/final-api{26,34,37}/tracks.history.records.ordinary.png + .xml; VER-20260909-021; final 64 JVM / 56 Android Tracks, prior 64 JVM / 111 Android neighbors, 344 JVM readiness
tracks.history.search.ordinary	tracks	page	Local archived Entry query with the actual native keyboard at ordinary text	route:tracks-history-search-ordinary	com.whip.app.TrackHistoryJourneyE2ETest#archivedHistoryCanBeSearchedRecreatedAndRestored	Verified	VER-20260909-018; artifacts/astra-audit/2026-09-09/track-history/before/; intermediate API 26 diagnostics remain in the verification ledger	Final ordinary/actual-200% history journeys pass on API 26/34/37: full initial title/date, native query/Back, recreation, exact saved history, Back/full app navigation, Restore/Add Entry open/cancel, Options/Insights/Entries. Complete Tracks remains VER-20260909-016.	Original before/final frames individually inspected; bounded focused-detail and Entry-action-label acceptance. Long active Entry titles can wrap inside words on smallest enlarged layout; broader design review remains open. See focused-track-detail/review.tsv.	FND-20260909-019; DEC-20260909-017; IMP-20260909-020	artifacts/astra-audit/2026-09-09/focused-track-detail/final-api{26,34,37}/tracks.history.search.ordinary.png + .xml; VER-20260909-021; final 64 JVM / 56 Android Tracks, prior 64 JVM / 111 Android neighbors, 344 JVM readiness
tracks.history.inspector.ordinary	tracks	dialog	Exact read-only archived Entry inspector at ordinary text	route:tracks-history-inspector-ordinary	com.whip.app.TrackHistoryJourneyE2ETest#archivedHistoryCanBeSearchedRecreatedAndRestored	Verified	VER-20260909-018; artifacts/astra-audit/2026-09-09/track-history/before/; intermediate API 26 diagnostics remain in the verification ledger	Final ordinary/actual-200% history journeys pass on API 26/34/37: full initial title/date, native query/Back, recreation, exact saved history, Back/full app navigation, Restore/Add Entry open/cancel, Options/Insights/Entries. Complete Tracks remains VER-20260909-016.	Original before/final frames individually inspected; bounded focused-detail and Entry-action-label acceptance. Long active Entry titles can wrap inside words on smallest enlarged layout; broader design review remains open. See focused-track-detail/review.tsv.	FND-20260909-019; DEC-20260909-017; IMP-20260909-020	artifacts/astra-audit/2026-09-09/focused-track-detail/final-api{26,34,37}/tracks.history.inspector.ordinary.png + .xml; VER-20260909-021; final 64 JVM / 56 Android Tracks, prior 64 JVM / 111 Android neighbors, 344 JVM readiness
tracks.history.archived.large	tracks	page	30-Entry archived history opening at actual Android 200% text	route:tracks-history-archived-large	com.whip.app.TrackHistoryJourneyE2ETest#archivedHistoryCanBeSearchedRecreatedAndRestoredAtLargeText	Verified	VER-20260909-018; artifacts/astra-audit/2026-09-09/track-history/before/; intermediate API 26 diagnostics remain in the verification ledger	Final ordinary/actual-200% history journeys pass on API 26/34/37: full initial title/date, native query/Back, recreation, exact saved history, Back/full app navigation, Restore/Add Entry open/cancel, Options/Insights/Entries. Complete Tracks remains VER-20260909-016.	Original before/final frames individually inspected; bounded focused-detail and Entry-action-label acceptance. Long active Entry titles can wrap inside words on smallest enlarged layout; broader design review remains open. See focused-track-detail/review.tsv.	FND-20260909-019; DEC-20260909-017; IMP-20260909-020	artifacts/astra-audit/2026-09-09/focused-track-detail/final-api{26,34,37}/tracks.history.archived.large.png + .xml; VER-20260909-021; final 64 JVM / 56 Android Tracks, prior 64 JVM / 111 Android neighbors, 344 JVM readiness
tracks.history.records.large	tracks	page	Browsing recorded history after scrolling at actual Android 200% text	route:tracks-history-records-large	com.whip.app.TrackHistoryJourneyE2ETest#archivedHistoryCanBeSearchedRecreatedAndRestoredAtLargeText	Verified	VER-20260909-018; artifacts/astra-audit/2026-09-09/track-history/before/; intermediate API 26 diagnostics remain in the verification ledger	Final ordinary/actual-200% history journeys pass on API 26/34/37: full initial title/date, native query/Back, recreation, exact saved history, Back/full app navigation, Restore/Add Entry open/cancel, Options/Insights/Entries. Complete Tracks remains VER-20260909-016.	Original before/final frames individually inspected; bounded focused-detail and Entry-action-label acceptance. Long active Entry titles can wrap inside words on smallest enlarged layout; broader design review remains open. See focused-track-detail/review.tsv.	FND-20260909-019; DEC-20260909-017; IMP-20260909-020	artifacts/astra-audit/2026-09-09/focused-track-detail/final-api{26,34,37}/tracks.history.records.large.png + .xml; VER-20260909-021; final 64 JVM / 56 Android Tracks, prior 64 JVM / 111 Android neighbors, 344 JVM readiness
tracks.history.search.large	tracks	page	Local archived Entry query with the actual native keyboard at actual Android 200% text	route:tracks-history-search-large	com.whip.app.TrackHistoryJourneyE2ETest#archivedHistoryCanBeSearchedRecreatedAndRestoredAtLargeText	Verified	VER-20260909-018; artifacts/astra-audit/2026-09-09/track-history/before/; intermediate API 26 diagnostics remain in the verification ledger	Final ordinary/actual-200% history journeys pass on API 26/34/37: full initial title/date, native query/Back, recreation, exact saved history, Back/full app navigation, Restore/Add Entry open/cancel, Options/Insights/Entries. Complete Tracks remains VER-20260909-016.	Original before/final frames individually inspected; bounded focused-detail and Entry-action-label acceptance. Long active Entry titles can wrap inside words on smallest enlarged layout; broader design review remains open. See focused-track-detail/review.tsv.	FND-20260909-019; DEC-20260909-017; IMP-20260909-020	artifacts/astra-audit/2026-09-09/focused-track-detail/final-api{26,34,37}/tracks.history.search.large.png + .xml; VER-20260909-021; final 64 JVM / 56 Android Tracks, prior 64 JVM / 111 Android neighbors, 344 JVM readiness
tracks.history.inspector.large	tracks	dialog	Exact read-only archived Entry inspector at actual Android 200% text	route:tracks-history-inspector-large	com.whip.app.TrackHistoryJourneyE2ETest#archivedHistoryCanBeSearchedRecreatedAndRestoredAtLargeText	Verified	VER-20260909-018; artifacts/astra-audit/2026-09-09/track-history/before/; intermediate API 26 diagnostics remain in the verification ledger	Final ordinary/actual-200% history journeys pass on API 26/34/37: full initial title/date, native query/Back, recreation, exact saved history, Back/full app navigation, Restore/Add Entry open/cancel, Options/Insights/Entries. Complete Tracks remains VER-20260909-016.	Original before/final frames individually inspected; bounded focused-detail and Entry-action-label acceptance. Long active Entry titles can wrap inside words on smallest enlarged layout; broader design review remains open. See focused-track-detail/review.tsv.	FND-20260909-019; DEC-20260909-017; IMP-20260909-020	artifacts/astra-audit/2026-09-09/focused-track-detail/final-api{26,34,37}/tracks.history.inspector.large.png + .xml; VER-20260909-021; final 64 JVM / 56 Android Tracks, prior 64 JVM / 111 Android neighbors, 344 JVM readiness
tasks.editor.existing-open.ordinary	tasks	dialog	Existing Task opened from Home and its inspector at ordinary text	route:tasks-editor-existing-open-ordinary	com.whip.app.TaskEditorJourneyE2ETest#existingTaskCanBeReadEditedRecreatedSavedAndReopened	Verified	Settled API 26 ordinary and actual-200%-text journeys pass on unchanged production; prior status-only frame is not reproduced.	Home to inspector to Edit, explicit input, draft recreation, durable save with field-by-field preservation, recreation and reopening.	Ordinary light editor opens without keyboard. Title, label, counter, emoji, schedule selection and fixed header are readable.	IMP/VER-20260909-015; settled title behavior verified without production changes	VER-20260909-015; PpUe4s; artifacts/astra-audit/2026-09-09/task-edit-journey/final/tasks.editor.existing-open.ordinary.png + .xml; review.tsv; API 26/37 evidence
tasks.editor.existing-input.ordinary	tasks	dialog	Existing Task title edited above the actual software keyboard at ordinary text	route:tasks-editor-existing-input-ordinary	com.whip.app.TaskEditorJourneyE2ETest#existingTaskCanBeReadEditedRecreatedSavedAndReopened	Verified	Settled API 26 ordinary and actual-200%-text journeys pass on unchanged production; prior status-only frame is not reproduced.	Home to inspector to Edit, explicit input, draft recreation, durable save with field-by-field preservation, recreation and reopening.	Revised title and counter remain fully visible above the keyboard; fixed Edit Task, exit and Save retain clear separation.	IMP/VER-20260909-015; settled title behavior verified without production changes	VER-20260909-015; PpUe4s; artifacts/astra-audit/2026-09-09/task-edit-journey/final/tasks.editor.existing-input.ordinary.png + .xml; review.tsv; API 26/37 evidence
